Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Power,Seats,New_Price,Price,Engine,Model,Brand,Mileage_Unit,Mileage_Clean
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,167.62,5.0,4949000.0,33.66,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,19.27
Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,86.8,5.0,627000.0,3.65,1.2,Honda Brio,Honda,kmpl,19.4
Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,78.9,5.0,974000.0,2.75,1.2,Hyundai i10,Hyundai,kmpl,20.36
Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,170.0,5.0,6195500.0,42.5,2.1,Mercedes-Benz GLC,Mercedes-Benz,kmpl,17.9
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,81.86,5.0,739000.0,6.5,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,174.33,5.0,6324000.0,19.0,2.0,Audi A6,Audi,kmpl,17.68
Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,103.6,5.0,1163500.0,4.45,1.6,Volkswagen Vento,Volkswagen,kmpl,14.4
Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,112.0,5.0,4248000.0,23.0,2.0,Mini Countryman,Mini,kmpl,16.6
Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,88.73,5.0,974000.0,8.35,1.4,Hyundai i20,Hyundai,kmpl,22.54
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,174.33,5.0,6324000.0,22.95,2.0,Audi A6,Audi,kmpl,17.68
Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,57.6,5.0,1147000.0,1.5,0.9,Chevrolet Beat,Chevrolet,kmpl,25.44
Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,157.75,5.0,3336000.0,6.89,1.8,Skoda Superb,Skoda,kmpl,13.7
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,68.0,5.0,1147000.0,1.45,1.4,Ford Fiesta,Ford,kmpl,17.8
BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,190.0,5.0,6947000.0,33.5,2.0,BMW 5,BMW,kmpl,22.48
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,102.5,5.0,1147000.0,1.25,1.6,Chevrolet Optra,Chevrolet,kmpl,12.9
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,73.9,5.0,1126000.0,4.2,1.2,Volkswagen Polo,Volkswagen,kmpl,22.07
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,108.5,8.0,1501000.0,6.75,1.5,Renault Lodgy,Renault,kmpl,19.98
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,201.1,5.0,8757000.0,32.0,2.1,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,13.0
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,83.1,5.0,877999.9999999999,7.5,1.2,Maruti Baleno,Maruti,kmpl,21.4
Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,126.32,5.0,1370000.0,4.6,1.6,Hyundai Verna,Hyundai,kmpl,22.32
Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,68.05,5.0,974000.0,4.04,1.1,Hyundai i10,Hyundai,kmpl,19.81
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,120.0,7.0,1639999.9999999998,10.31,2.0,Mahindra Scorpio,Mahindra,kmpl,15.4
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,187.7,5.0,13300000.0,55.76,2.2,Land Rover,Land,kmpl,12.7
Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,68.0,5.0,765000.0,2.6,1.4,Ford Figo,Ford,kmpl,20.0
Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,88.5,7.0,1274000.0,8.5,1.2,Maruti Ertiga,Maruti,kmpl,25.47
Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,117.3,5.0,1268000.0,2.95,1.5,Honda City,Honda,kmpl,0.0
Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,98.6,5.0,853999.9999999999,3.5,1.5,Honda Amaze,Honda,kmpl,25.8
Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,78.9,5.0,974000.0,3.55,1.2,Hyundai i10,Hyundai,kmpl,20.36
Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,98.6,5.0,853999.9999999999,3.25,1.5,Honda Amaze,Honda,kmpl,25.8
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,106.0,5.0,2837000.0,4.5,1.9,Skoda Laura,Skoda,kmpl,17.5
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,83.8,5.0,1501000.0,5.35,1.5,Renault Duster,Renault,kmpl,19.87
Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,100.0,7.0,1052000.0,6.5,1.5,Mahindra NuvoSport,Mahindra,kmpl,17.45
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,88.5,5.0,1198000.0,9.0,1.2,Maruti Vitara,Maruti,kmpl,24.3
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,81.83,5.0,974000.0,6.0,1.2,Hyundai i20,Hyundai,kmpl,18.6
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,85.0,5.0,2837000.0,2.75,1.4,Skoda Fabia,Skoda,kmpl,14.7
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,64.1,5.0,777000.0,1.5,1.2,Tata Indigo,Tata,kmpl,15.64
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,174.33,5.0,4864000.0,19.9,2.0,Audi Q3,Audi,kmpl,15.73
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,177.5,5.0,2837000.0,10.0,1.8,Skoda Octavia,Skoda,kmpl,14.7
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,67.06,5.0,977000.0,3.0,1.4,Toyota Etios,Toyota,kmpl,23.59
Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,85.8,5.0,792000.0,2.11,1.3,Maruti Swift,Maruti,kmpl,16.1
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,120.7,5.0,4949000.0,11.96,1.6,Mercedes-Benz B,Mercedes-Benz,kmpl,14.8
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,98.6,5.0,853999.9999999999,3.25,1.5,Honda Amaze,Honda,kmpl,27.4
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,126.32,5.0,1370000.0,4.75,1.6,Hyundai Verna,Hyundai,kmpl,22.32
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,83.8,5.0,1501000.0,5.95,1.5,Renault Duster,Renault,kmpl,20.46
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,121.3,5.0,1621000.0,8.15,1.6,Hyundai Creta,Hyundai,kmpl,15.29
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,67.0,5.0,568000.0,4.22,1.0,Maruti Wagon,Maruti,kmpl,20.51
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,186.0,5.0,4949000.0,10.5,1.8,Mercedes-Benz New,Mercedes-Benz,kmpl,11.74
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,246.7,5.0,5314000.0,45.0,3.0,Audi A8,Audi,kmpl,11.8
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,68.05,5.0,974000.0,2.9,1.1,Hyundai i10,Hyundai,kmpl,19.81
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,103.52,5.0,1370000.0,8.9,1.6,Skoda Rapid,Skoda,kmpl,14.3
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,177.46,5.0,3358000.0,26.0,1.8,Skoda Superb,Skoda,kmpl,14.67
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,81.86,5.0,974000.0,8.22,1.2,Hyundai i20,Hyundai,kmpl,17.19
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,98.6,5.0,853999.9999999999,3.5,1.5,Honda Amaze,Honda,kmpl,25.8
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,67.1,5.0,531500.0,1.25,1.0,Maruti Wagon,Maruti,kmpl,18.9
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,65.0,5.0,911999.9999999999,3.7,1.5,Mahindra Verito,Mahindra,kmpl,21.03
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,167.62,5.0,4949000.0,39.41,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,19.27
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,67.04,5.0,529000.0,2.65,1.0,Maruti Wagon,Maruti,kmpl,22.5
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,108.5,5.0,1585500.0,8.92,1.5,Nissan Terrano,Nissan,kmpl,19.01
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,189.08,4.0,4428000.0,35.67,2.0,Mini Cooper,Mini,kmpl,16.82
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,99.0,5.0,765000.0,3.6,1.5,Ford Figo,Ford,kmpl,0.0
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,53.5,5.0,777000.0,0.85,1.4,Tata Indica,Tata,kmpl,17.2
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,76.8,5.0,1147000.0,3.32,1.2,Chevrolet Beat,Chevrolet,kmpl,18.6
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,73.9,5.0,1126000.0,3.6,1.2,Volkswagen Polo,Volkswagen,kmpl,22.07
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,74.0,5.0,727000.0,6.8,1.2,Maruti Swift,Maruti,kmpl,22.9
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,68.05,5.0,765000.0,2.5,1.4,Ford Figo,Ford,kmpl,20.0
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,171.5,7.0,2073999.9999999998,19.64,2.8,Toyota Innova,Toyota,kmpl,11.36
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,194.3,7.0,974000.0,7.0,2.2,Hyundai Santa,Hyundai,kmpl,11.72
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,117.3,5.0,1174000.0,3.87,1.5,Honda City,Honda,kmpl,17.4
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,81.83,5.0,974000.0,6.27,1.2,Hyundai i20,Hyundai,kmpl,18.6
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,167.62,5.0,4949000.0,18.12,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,19.27
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,57.6,5.0,1147000.0,2.65,0.9,Chevrolet Beat,Chevrolet,kmpl,25.44
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,88.73,5.0,974000.0,7.2,1.4,Hyundai i20,Hyundai,kmpl,22.54
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,100.6,7.0,2354000.0,14.3,2.5,Toyota Innova,Toyota,kmpl,12.99
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,88.76,7.0,1204500.0,6.9,1.2,Maruti Ertiga,Maruti,kmpl,20.77
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,102.0,7.0,2354000.0,10.75,2.5,Toyota Innova,Toyota,kmpl,12.8
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,117.3,5.0,1268000.0,8.09,1.5,Honda City,Honda,kmpl,17.8
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,184.0,5.0,4957500.0,18.5,2.0,BMW X1,BMW,kmpl,17.05
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,70.0,5.0,746000.0,4.75,1.1,Hyundai Grand,Hyundai,kmpl,24.0
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,88.5,5.0,1111000.0,8.45,1.2,Maruti Ciaz,Maruti,kmpl,28.09
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,103.6,5.0,1202000.0,3.5,1.6,Skoda Rapid,Skoda,kmpl,20.5
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,82.0,5.0,974000.0,1.8,1.5,Hyundai Accent,Hyundai,kmpl,13.1
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,103.6,5.0,1032000.0,3.7,1.5,Volkswagen Polo,Volkswagen,kmpl,19.91
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,88.7,5.0,910000.0,7.17,1.2,Honda Jazz,Honda,kmpl,18.7
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,68.05,5.0,974000.0,1.75,1.1,Hyundai i10,Hyundai,kmpl,19.81
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,183.0,5.0,2575000.0,21.99,2.0,Hyundai Tucson,Hyundai,kmpl,16.38
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,147.8,7.0,2552000.0,18.65,2.4,Toyota Innova,Toyota,kmpl,13.68
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,35.0,5.0,792000.0,1.85,0.8,Maruti Omni,Maruti,kmpl,19.7
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,81.8,5.0,792000.0,5.95,1.2,Maruti Swift,Maruti,kmpl,20.4
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,82.0,5.0,777500.0,3.75,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,74.0,5.0,792000.0,3.75,1.2,Maruti Swift,Maruti,kmpl,22.9
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,126.2,5.0,1407000.0,2.6,1.6,Hyundai Verna,Hyundai,kmpl,22.0
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,80.0,5.0,974000.0,2.8,1.2,Hyundai i20,Hyundai,kmpl,17.0
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,254.79,5.0,9513000.0,61.29,3.0,Mercedes-Benz GLE,Mercedes-Benz,kmpl,11.57
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,170.0,5.0,4949000.0,18.0,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,15.8
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,73.94,5.0,792000.0,4.35,1.2,Maruti Ritz,Maruti,kmpl,23.2
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,126.2,5.0,1621000.0,13.75,1.6,Hyundai Creta,Hyundai,kmpl,19.67
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,66.1,5.0,792000.0,2.0,1.0,Maruti A-Star,Maruti,kmpl,19.0
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,108.45,5.0,1411000.0,10.0,1.5,Renault Duster,Renault,kmpl,19.64
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,76.0,5.0,950000.0,1.65,1.2,Fiat Grande,Fiat,kmpl,17.8
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,258.0,5.0,6476000.000000001,45.77,3.0,BMW X3,BMW,kmpl,16.55
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,78.9,5.0,974000.0,3.25,1.2,Hyundai i10,Hyundai,kmpl,20.36
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,102.0,7.0,2354000.0,12.8,2.5,Toyota Innova,Toyota,kmpl,12.8
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,60.0,5.0,792000.0,0.55,1.0,Maruti Zen,Maruti,kmpl,17.3
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,74.0,5.0,816000.0,7.15,1.2,Maruti Swift,Maruti,kmpl,28.4
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,120.0,8.0,1639999.9999999998,7.0,2.2,Mahindra Scorpio,Mahindra,kmpl,12.05
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,74.0,5.0,834000.0,3.75,1.2,Tata Zest,Tata,kmpl,22.95
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,123.24,5.0,1189000.0,8.5,1.0,Ford EcoSport,Ford,kmpl,18.88
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,74.0,5.0,792000.0,4.35,1.2,Maruti Swift,Maruti,kmpl,23.4
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,47.3,5.0,448000.00000000006,3.26,0.8,Maruti Alto,Maruti,kmpl,22.74
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,118.0,5.0,1179500.0,4.21,1.5,Honda City,Honda,kmpl,17.0
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,241.4,7.0,10400000.0,70.36,3.0,Audi Q7,Audi,kmpl,12.07
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,105.0,5.0,2837000.0,2.95,1.9,Skoda Laura,Skoda,kmpl,17.0
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,121.3,5.0,1370000.0,4.28,1.6,Hyundai Verna,Hyundai,kmpl,17.1
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,118.0,5.0,1268000.0,3.57,1.5,Honda City,Honda,kmpl,16.8
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,88.8,5.0,974000.0,3.11,1.4,Hyundai i20,Hyundai,kmpl,21.9
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,98.6,5.0,974000.0,5.96,1.4,Hyundai i20,Hyundai,kmpl,15.0
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,103.6,5.0,1191000.0,4.7,1.6,Volkswagen Vento,Volkswagen,kmpl,20.54
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,117.3,5.0,1185000.0,6.9,1.5,Honda City,Honda,kmpl,17.4
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,74.0,5.0,834000.0,5.25,1.2,Tata Zest,Tata,kmpl,22.95
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,177.0,5.0,6659000.0,28.0,2.0,BMW 5,BMW,kmpl,18.48
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,67.0,5.0,531500.0,1.35,1.1,Maruti Wagon,Maruti,kmpl,18.9
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,88.7,5.0,885000.0,4.85,1.2,Honda Jazz,Honda,kmpl,18.2
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,105.0,5.0,1126000.0,6.7,1.9,Volkswagen Jetta,Volkswagen,kmpl,15.0
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,78.9,5.0,974000.0,3.1,1.2,Hyundai i10,Hyundai,kmpl,20.36
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,170.0,5.0,4949000.0,18.64,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,19.27
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,78.9,5.0,974000.0,2.8,1.2,Hyundai i10,Hyundai,kmpl,20.36
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,147.8,7.0,2540000.0,20.25,2.4,Toyota Innova,Toyota,kmpl,13.68
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,174.33,5.0,6767000.0,26.78,2.0,Audi A6,Audi,kmpl,17.68
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,100.6,7.0,2354000.0,8.26,2.5,Toyota Innova,Toyota,kmpl,12.99
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,73.9,5.0,1083000.0,3.89,1.2,Volkswagen Polo,Volkswagen,kmpl,16.47
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,67.1,5.0,470000.0,2.1,1.0,Maruti Alto,Maruti,kmpl,20.92
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,117.3,5.0,1667000.0000000002,12.69,1.5,Honda City,Honda,kmpl,18.0
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,70.0,5.0,777000.0,2.58,1.4,Tata Indigo,Tata,kmpl,17.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,174.33,5.0,6324000.0,20.77,2.0,Audi A6,Audi,kmpl,17.68
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,136.0,5.0,4194000.0,20.26,2.1,Mercedes-Benz GLA,Mercedes-Benz,kmpl,17.9
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,67.04,5.0,557000.0,4.25,1.0,Maruti Celerio,Maruti,kmpl,23.1
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,201.15,5.0,7943000.000000001,57.0,2.1,Mercedes-Benz GLE,Mercedes-Benz,kmpl,17.9
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,187.7,5.0,13300000.0,44.0,2.2,Land Rover,Land,kmpl,12.7
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,103.6,5.0,1191000.0,3.65,1.6,Volkswagen Vento,Volkswagen,kmpl,20.54
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,35.0,5.0,792000.0,2.05,0.8,Maruti Omni,Maruti,kmpl,14.0
Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,86.8,5.0,662000.0,3.13,1.2,Honda Brio,Honda,kmpl,18.5
Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,83.1,7.0,777000.0,1.5,3.0,Tata Sumo,Tata,kmpl,14.07
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,75.0,5.0,777000.0,2.85,1.2,Tata Indica,Tata,kmpl,18.0
Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,67.1,5.0,466500.0,2.65,1.0,Maruti Wagon,Maruti,kmpl,18.9
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,140.0,7.0,1639999.9999999998,10.6,2.2,Mahindra XUV500,Mahindra,kmpl,16.0
Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,70.0,5.0,777000.0,1.25,1.4,Tata Indigo,Tata,kmpl,17.1
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,93.7,7.0,1144000.0,8.25,1.4,Maruti Ertiga,Maruti,kmpl,16.02
Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,177.6,5.0,1185000.0,4.45,2.4,Honda Accord,Honda,kmpl,11.7
Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,73.9,5.0,792000.0,3.7,1.2,Maruti Swift,Maruti,kmpl,19.3
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,68.0,5.0,1147000.0,2.8,1.4,Ford Fiesta,Ford,kmpl,17.8
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,78.0,5.0,1268000.0,1.8,1.5,Honda City,Honda,kmpl,17.7
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,174.33,5.0,6324000.0,21.95,2.0,Audi A6,Audi,kmpl,17.68
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,313.0,4.0,5655000.0,49.0,3.0,BMW 6,BMW,kmpl,9.52
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,245.0,7.0,10400000.0,62.67,3.0,Audi Q7,Audi,kmpl,14.75
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,90.0,5.0,974000.0,5.5,1.4,Hyundai i20,Hyundai,kmpl,23.0
Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,78.9,5.0,974000.0,2.95,1.2,Hyundai i10,Hyundai,kmpl,16.95
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,88.7,5.0,871000.0000000001,6.86,1.2,Honda Jazz,Honda,kmpl,19.0
Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,74.0,5.0,750500.0,6.15,1.2,Maruti Swift,Maruti,kmpl,25.2
Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,82.85,5.0,974000.0,3.3,1.2,Hyundai i20,Hyundai,kmpl,18.5
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,73.9,5.0,1126000.0,2.55,1.2,Volkswagen Polo,Volkswagen,kmpl,16.47
